id,claim,review_url,claimer,text,headline,keywords,claim_date,education,healthcare,immigration,environment,taxes,elections,crime
1854,http://data.gesis.org/claimskg/creative_work/467abc9e-956c-53c8-97d6-37337d028af8,http://factscan.ca/chris-alexander-paul-wells/,Chris Alexander,"Chris Alexander: “Unbalanced [Paul Wells] manages to mention 1885 head tax, for which [Prime Minister Stephen Harper] apologized, w/o listing historic #Lib immigration misdeeds.” - FactsCanada","Chris Alexander: “Unbalanced [Paul Wells] manages to mention 1885 head tax, for which [Prime Minister Stephen Harper] apologized, w/o listing historic #Lib immigration misdeeds.” - FactsCanada","CPC,Chris Alexander",2015-06-12,0,0,0,0,1,0,0
1866,http://data.gesis.org/claimskg/creative_work/a530bf2c-0d9c-52f6-9347-0299e8465688,http://www.politifact.com/colorado/statements/2016/may/18/colorados-voice/group-says-mike-coffman-trump-he-says-billionaire-/,Colorado's Voice,Says 'Mike Coffman is with Trump.',Is Rep. Mike Coffman with Trump? Coffman says not yet,Congress,2016-05-05,0,0,0,0,0,1,0
1879,http://data.gesis.org/claimskg/creative_work/5a7e4a64-0359-5c65-b138-044f8f8f8b3a,http://www.politifact.com/truth-o-meter/statements/2010/sep/17/sharron-angle/sharron-angle-calls-harry-reid-best-friend-illegal/,Sharron Angle,Harry Reid has voted 'to give special tax breaks to illegal aliens.',"Sharron Angle calls Harry Reid """"the best friend an illegal alien ever had""""",Message Machine 2010,2010-09-14,0,0,1,0,1,0,0
1884,http://data.gesis.org/claimskg/creative_work/dfb3f2d5-f85b-508c-8d9e-dbaf918eb63b,http://www.politifact.com/facebook-fact-checks/statements/2019/mar/13/facebook-posts/no-house-democrats-did-vote-allow-noncitizens-vote/,Facebook posts,Says 228 House Democrats voted 'to allow illegal aliens to have right to vote',"No, House Democrats did not vote to allow noncitizens to vote as part of HR 1","Elections,Fake news",2019-03-09,0,0,1,0,0,1,0
1886,http://data.gesis.org/claimskg/creative_work/e19c5dcf-46bc-5b68-aeee-7594754611dd,http://www.politifact.com/wisconsin/statements/2016/oct/26/russ-feingold/ron-johnson-has-done-essentially-nothing-heroin-an/,Russ Feingold,Says Ron Johnson 'has essentially done nothing' to fight heroin addiction and opioid abuse.,Russ Feingold: Ron Johnson has done essentially nothing on heroin and opioids,"Homeland Security,Drugs,Candidate Biography",2016-09-06,0,1,0,0,0,0,0
1902,http://data.gesis.org/claimskg/creative_work/356725cc-d1e0-52b2-a3ba-0d4810c359da,http://www.politifact.com/wisconsin/statements/2014/apr/29/rand-paul/big-reason-illegal-immigrants-become-illegal-they-/,Rand Paul,"40 percent of illegal immigrants 'had a visa and then became illegal,' mostly because 'they changed jobs.'","A big reason illegal immigrants become illegal is they change jobs, U.S. Sen. Rand Paul says","Agriculture,Population,Homeland Security,Jobs",2014-04-23,0,0,1,0,0,0,0
1903,http://data.gesis.org/claimskg/creative_work/e0b67128-5029-57bd-a1ba-c1e75bde6b90,http://www.politifact.com/truth-o-meter/statements/2017/nov/13/joaquin-castro/rep-joaquin-castro-claims-tps-end-will-lead-164b-g/,Joaquin Castro,Ending (Temporary Protected Status) and deporting legal workers would cost the United States ~$164 billion in GDP over a decade.',Rep. Joaquin Castro claims TPS end will lead to $164B GDP loss over a decade,Homeland Security,2017-11-01,0,0,1,0,0,0,0
1942,http://data.gesis.org/claimskg/creative_work/09a570b6-6407-5133-b9f8-a6696da1f7c2,http://www.politifact.com/truth-o-meter/statements/2017/mar/14/donald-trump/trump-says-after-executive-orders-illegal-immigrat/,Donald Trump,"In the first full month of my administration following the issuance of my executive orders, illegal immigration on our southern border fell by an unprecedented 40 percent.'",Donald Trump trumpets 40 percent decrease in illegal border crossings. Is he right?,Homeland Security,2017-03-13,0,0,1,0,0,0,0
1960,http://data.gesis.org/claimskg/creative_work/b6c2e51d-28c7-5058-b1ef-0ddbb12fbbd8,http://www.politifact.com/truth-o-meter/statements/2018/mar/07/donald-trump/are-democrats-nowhere-be-found-daca-donald-trump-c/,Donald Trump,Democrats are nowhere to be found on DACA.',"Are Democrats 'nowhere to be found on DACA,' as Donald Trump claimed?",Homeland Security,2018-03-05,0,0,1,0,0,0,0
1968,http://data.gesis.org/claimskg/creative_work/edfa77c0-a0d6-551b-a059-92a764863be8,http://www.politifact.com/texas/statements/2018/sep/13/texans-are/pac-backing-ted-cruz-falsely-says-beto-orourke-vot/,Texans Are,Says Beto O’Rourke voted 'against body armor for Texas sheriffs patrolling the border.',PAC backing Ted Cruz falsely says Beto O'Rourke voted against body armor for border sheriffs,"Homeland Security,Candidate Biography",2018-09-12,0,0,1,0,0,0,0
1997,http://data.gesis.org/claimskg/creative_work/29d99ddd-5f88-5cb9-899f-2f42b36f26b5,http://www.politifact.com/truth-o-meter/statements/2016/dec/01/bill-de-blasio/new-york-city-mayor-says-president-cant-defund-san/,Bill de Blasio,"On Donald Trump’s plan to cut federal funding to sanctuary cities, 'because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand.'",New York City mayor says president can't defund sanctuary cities 'across the board',"Homeland Security,Federal Budget,County Budget,State Budget,City Budget",2016-11-18,0,0,1,0,0,0,0
2002,http://data.gesis.org/claimskg/creative_work/c3b05839-6cb5-56ee-a2a8-89588dbb4e98,http://www.politifact.com/truth-o-meter/statements/2013/aug/28/janet-napolitano/2010-dream-act-has-strong-bipartisan-support-said-/,Janet Napolitano,The 2010 DREAM Act failed despite 'strong bipartisan support.',"The 2010 DREAM Act had 'strong bipartisan support,' said Janet Napolitano",Bipartisanship,2013-08-27,0,0,1,0,0,0,0
2016,http://data.gesis.org/claimskg/creative_work/650098ad-58f6-5d2f-b3a0-6d71bbf72cf6,http://www.politifact.com/texas/statements/2011/nov/22/rick-perry/rick-perry-says-hes-sent-400-million-border-ranger/,Rick Perry,I have sent over $400 million to the border of Mexico in the form of Texas Ranger recon teams.',Rick Perry says he's sent more than $400 million to the border for Ranger recon teams,State Budget,2011-10-01,0,0,1,0,0,0,0
2031,http://data.gesis.org/claimskg/creative_work/13c33b62-747b-55c0-bcc0-35f8e215cec3,http://www.politifact.com/punditfact/statements/2016/dec/05/blog-posting/fake-news-alert-claim-famed-latina-trump-supporter/,Bloggers,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,Fake news alert: Claim that famed Latina Trump supporter has been deported is wrong,Fake news,2015-10-09,0,0,1,0,0,0,0
2038,http://data.gesis.org/claimskg/creative_work/847ca3cb-6c20-5720-87fb-2f4e0e19167a,http://www.politifact.com/punditfact/statements/2018/apr/05/blog-posting/no-chuck-schumer-didnt-say-it-racist-only-allow-ci/,Bloggers,Says Chuck Schumer said 'it’s racist to only allow citizens to vote.',"No, Chuck Schumer didn't say it is racist to only allow citizens to vote",Elections,2018-04-03,0,0,1,0,0,1,0
2053,http://data.gesis.org/claimskg/creative_work/06312b87-deda-5eb8-be80-5b2ca9d167b0,http://www.politifact.com/facebook-fact-checks/statements/2019/aug/06/viral-image/no-ice-didnt-check-immigration-papers-immediately-/,Viral image,ICE just rolled up to the school where the families are reunifying after the El Paso shooting to check citizenship papers.',"No, ICE didn't check immigration papers immediately after El Paso shooting",Crime,2019-08-03,0,0,1,0,0,0,1
2063,http://data.gesis.org/claimskg/creative_work/b64c684f-908d-5880-9763-44a413984f43,http://www.politifact.com/florida/statements/2017/jun/22/ainsley-earhardt/following-trump-voter-fraud-allegations-claim-57-m/,Ainsley Earhardt,5.7 million -- that’s how many illegal immigrants might have voted' in 2008.,"Following Trump voter fraud allegations, claim that 5.7 million noncitizens voted is wrong",Elections,2017-06-20,0,0,1,0,0,1,0
2065,http://data.gesis.org/claimskg/creative_work/9cc6c0d2-1305-5f5e-bea6-3f647b2269e9,http://www.politifact.com/facebook-fact-checks/statements/2019/jan/09/blog-posting/claim-about-63000-americans-being-killed-illegal-i/,Bloggers,"Since 2001, 63,000 of us were murdered by illegal aliens.'  ​","Claim about 63,000 Americans being killed by illegal immigrants is still wrong",Fake news,2018-12-31,0,0,1,0,0,0,1
2066,http://data.gesis.org/claimskg/creative_work/fd432004-3f9d-55eb-bdba-46c224c787c7,http://www.politifact.com/truth-o-meter/statements/2017/jul/24/jeff-sessions/jeff-sessions-mischaracterizes-study-sanctuary-cit/,Jeff Sessions,"According to a recent study from the University of California Riverside, (sanctuary) cities with these policies have more violent crime on average than those that don’t.'","Jeff Sessions cites study on sanctuary cities, researchers say he misrepresented it","Homeland Security,Crime",2017-07-12,0,0,0,0,0,0,1
2070,http://data.gesis.org/claimskg/creative_work/367723b3-a343-5eb1-b8de-5bdb89aedd5b,http://www.politifact.com/california/statements/2018/feb/07/travis-allen/travis-allen-repeats-false-claim-californians-over/,Travis Allen,Californians are overwhelmingly against this concept of the illegal sanctuary state.',"Travis Allen gets it wrong, again, on support for California's sanctuary state law","States,Crime,Criminal Justice,Polls and Public Opinion,Public Safety,The 2018 California Governor's Race",2018-02-01,0,0,1,0,0,0,1
2087,http://data.gesis.org/claimskg/creative_work/9fe71d64-6174-5afc-8774-d363ff7ce470,http://www.politifact.com/wisconsin/statements/2016/apr/22/great-america-pac/pro-donald-trump-pac-hits-ted-cruz-amnesty-illegal/,Great America PAC,Says Ted Cruz 'wanted to let in more Syrian refugees and give amnesty to illegal immigrants.',"Pro-Donald Trump PAC hits Ted Cruz on amnesty for illegal immigrants, more Syrian refugees in U.S.","Foreign Policy,Terrorism,Candidate Biography",2016-03-31,0,0,1,0,0,0,1
2106,http://data.gesis.org/claimskg/creative_work/64c3d780-01bf-5d0d-a80c-a54b7cab1ccc,http://www.politifact.com/punditfact/statements/2018/mar/15/blog-posting/website-claims-democrats-plan-abolish-ice-if-they-/,Bloggers,Democrats announce they will abolish ICE if they win 2020 election.',Website claims Democrats plan to abolish ICE if they win 2020 election,Fake news,2018-03-11,0,0,1,0,0,1,0
2120,http://data.gesis.org/claimskg/creative_work/88614be8-b11f-5b8a-a6b8-e16280de753b,http://factscan.ca/paul-calandra-the-judge-is-required-to-see-that-the-person-is-actually-reciting-the-oath-of-citizenship/,Paul Calandra,Paul Calandra: “The judge is required to see that the person is actually reciting the oath of citizenship.” - FactsCanada,Paul Calandra: “The judge is required to see that the person is actually reciting the oath of citizenship.” - FactsCanada,"Paul Calandra,CPC",2015-02-13,0,0,1,0,0,0,0
2127,http://data.gesis.org/claimskg/creative_work/38445f4d-353d-5a17-a5f2-c635e9e82f5c,http://www.politifact.com/georgia/statements/2010/aug/02/preston-smith/olens-deserves-some-blame-immigration-ruling-oppon/,Preston Smith,We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.',"Olens deserves some blame for immigration ruling, opponent says",Elections,2010-07-28,0,0,1,0,0,1,0
2139,http://data.gesis.org/claimskg/creative_work/bec35fd0-87f1-51b0-802c-986dfd08fcef,http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/donald-trump-says-hillary-clinton-fought-wall-betw/,Donald Trump,Says Hillary Clinton 'wanted the wall.',"Donald Trump says Hillary Clinton fought for a wall between U.S., Mexico","Homeland Security,Voting Record,History,Candidate Biography",2016-10-19,0,0,1,0,0,0,0
2148,http://data.gesis.org/claimskg/creative_work/a998a298-fed7-50d6-9a63-9e38af31f8d2,http://www.politifact.com/texas/statements/2010/nov/01/bill-white/bill-white-says-under-rick-perry-state-troopers-ha/,Bill White,"Says that under Gov. Rick Perry, Texas Department of Public Safety troopers have had 'standing orders' not to inquire into the immigration status of people unless they're under arrest.","Bill White says that under Rick Perry, state troopers have been under standing orders not to ask anyone's immigration status unless they're under arrest",Public Safety,2010-10-15,0,0,1,0,0,0,0
2156,http://data.gesis.org/claimskg/creative_work/436935cf-8a68-595f-a069-d4b1139ed727,http://www.politifact.com/truth-o-meter/statements/2010/oct/29/sharron-angle/sharron-angle-says-se-harry-reid-twice-voted-again/,Sharron Angle,"Sen. Harry Reid voted 'against declaring English our national language, twice.'",Sharron Angle says Sen. Harry Reid twice voted against making English the national language,Message Machine 2010,2010-10-25,0,0,1,0,0,0,0
2163,http://data.gesis.org/claimskg/creative_work/9a1f5403-fa09-550c-98bd-f958fc50aaf0,http://www.politifact.com/texas/statements/2015/apr/17/judicial-watch/judicial-watch-says-isis-has-camp-mexico-and-near-/,Judicial Watch,"ISIS camp a few miles from Texas, Mexican authorities confirm.'",Judicial Watch says ISIS operating a camp in Mexico--near El Paso,"Military,Terrorism",2015-04-14,0,0,0,0,0,0,1
2179,http://data.gesis.org/claimskg/creative_work/77518d9a-daee-5de9-bb0b-d1cfb81f2b46,http://www.politifact.com/wisconsin/statements/2018/jul/13/leah-vukmir/gop-us-senate-hopeful-leah-vukmirs-pants-fire-clai/,Leah Vukmir,Says Mark Pocan’s proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would 'eliminate border enforcement.',GOP U.S. Senate hopeful Leah Vukmir's Pants on Fire claim about Mark Pocan proposal to abolish ICE,"Crime,Regulation,Legal Issues",2018-07-05,0,0,1,0,0,0,0
2197,http://data.gesis.org/claimskg/creative_work/8dde8475-8558-5234-b317-ac4a9e4bc9c5,http://www.politifact.com/florida/statements/2010/jul/19/bill-mccollum/rick-scott-playboy-connection/,Bill McCollum,Rick Scott's company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.',The Rick Scott-Playboy-gay dating website connection,"Gays and Lesbians,Corporations,Candidate Biography",2010-07-15,0,0,0,0,0,1,0
2199,http://data.gesis.org/claimskg/creative_work/1ce6abe6-46af-5218-a81d-4303689b69c8,http://www.politifact.com/texas/statements/2015/mar/03/greg-abbott/already-year-greg-abbott-says-over-20000-immigrant/,Greg Abbott,"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.'","Already this year, Greg Abbott says, over 20,000 immigrants caught after crossing border into U.S.","Crime,Criminal Justice",2015-02-22,0,0,1,0,0,0,0
2203,http://data.gesis.org/claimskg/creative_work/d427d545-4e84-52d5-a495-fedb85a66a29,http://www.politifact.com/truth-o-meter/statements/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/,Donald Trump,Says he 'won the popular vote if you deduct the millions of people who voted illegally.',Donald Trump's Pants on Fire claim that millions of illegal votes cost him popular vote victory,Elections,2016-11-27,0,0,0,0,0,1,0
2209,http://data.gesis.org/claimskg/creative_work/f78d04a9-cdf5-5275-aeaa-a12530c39bbe,http://www.politifact.com/texas/statements/2015/dec/18/greg-abbott/greg-abbott-incorrectly-says-obama-himself-admitte/,Greg Abbott,Says President Barack Obama 'himself has granted waivers allowing into the United States refugees who provided material support to terrorists.',Greg Abbott incorrectly says Obama 'himself' admitted refugees who helped terrorists,Terrorism,2015-12-08,0,0,1,0,0,0,1
2212,http://data.gesis.org/claimskg/creative_work/728834c9-8ccb-5621-b2ff-09cfefdc16a7,http://www.politifact.com/texas/statements/2013/apr/23/louie-gohmert/louie-gohmert-says-al-qaeda-has-camps-drug-cartels/,Louie Gohmert,Says al Qaeda has camps with the drug cartels in Mexico.,Louie Gohmert says al Qaeda has camps with drug cartels in Mexico,"Drugs,Terrorism",2013-04-17,0,0,0,0,0,0,1
2217,http://data.gesis.org/claimskg/creative_work/0eb447fa-e4fa-5add-b1ff-86e8c6b6036a,http://www.politifact.com/truth-o-meter/statements/2016/sep/04/mike-pence/pence-says-trump-has-been-consistent-immigration-v/,Mike Pence,Donald Trump’s been completely consistent' about his plan for nonviolent undocumented immigrants.,Pence wrongly says Trump has been consistent in immigration views,Candidate Biography,2016-09-04,0,0,1,0,0,0,0
2244,http://data.gesis.org/claimskg/creative_work/bd732364-00af-5c88-a898-ad276d35c9cf,http://www.politifact.com/punditfact/statements/2018/nov/16/lou-dobbs/no-evidence-many-illegal-immigrants-voted-midterm-/,Lou Dobbs,"We are watching, you know, millions of illegal immigrants cross our borders, and many of them voting in the past election that's what, just a couple weeks ago.'","No evidence ‘many’ illegal immigrants voted in midterm elections, as Lou Dobbs said",Elections,2018-11-15,0,0,1,0,0,1,0
2256,http://data.gesis.org/claimskg/creative_work/abcb591f-f5ba-5085-a463-1f72b2b945a3,http://www.politifact.com/punditfact/statements/2015/jul/14/joe-theismann/former-nfl-qb-joe-theismann-we-dont-have-reserve/,Joe Theismann,We don’t have a (military) reserve force if something happens.',Former NFL QB Joe Theismann: 'We don't have a reserve',Military,2015-07-09,0,0,1,0,0,0,0
2299,http://data.gesis.org/claimskg/creative_work/1b0d3197-8f91-551c-a94e-5c65dd6f7e9e,http://www.politifact.com/oregon/statements/2012/feb/07/oregon-environmental-council-oregon-business-assoc/did-oregons-department-environmental-quality-take-/,Oregon Environmental Council-Oregon Business Association,"In the 2011 legislative session, DEQ's budget was cut 18.5 percent — a disproportionate cut compared to other natural resource agencies.",Did Oregon’s Department of Environmental Quality take a disproportionate hit in the 2011-13 budget?,"Government regulation,State Budget",2012-01-18,0,0,0,1,0,0,0
2328,http://data.gesis.org/claimskg/creative_work/da8c7648-6289-5f09-8c38-4c7b66a5b541,http://www.politifact.com/truth-o-meter/statements/2009/sep/30/energycitizensorg/energycitizensorg-claims-gas-will-cost-4-gallon-un/,EnergyCitizens.org,Gas will reach $4 a gallon under a cap-and-trade plan.,EnergyCitizens.org claims gas will cost $4 a gallon under a cap-and-trade plan,"Climate Change,Energy,Cap and Trade",2009-09-30,0,0,0,1,0,0,0
2329,http://data.gesis.org/claimskg/creative_work/8b418bef-ee7f-563d-8356-970574522492,http://www.politifact.com/virginia/statements/2011/apr/12/robert-hurt/robert-hurt-says-cap-and-trade-would-cost-50000-vi/,Robert Hurt,"A cap-and-trade bill would 'destroy over 50,000 jobs in Virginia.'","Robert Hurt says cap and trade would cost 50,000 Virginia jobs","Regulation,Jobs",2011-03-25,0,0,0,1,0,0,0
2346,http://data.gesis.org/claimskg/creative_work/25a1fee5-8485-59b5-b550-41bf8095d789,http://www.politifact.com/rhode-island/statements/2011/dec/21/michael-chippendale/rhode-island-state-rep-michael-chippendale-says-hy/,Michael Chippendale,Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany. ',Rhode Island State Rep. Michael Chippendale says the hydrogen sulfide emanating from the state landfill is the same gas used by the Germans in the Holocaust,"Science,Public Safety,Government regulation",2011-12-16,0,0,0,0,0,0,1
2347,http://data.gesis.org/claimskg/creative_work/ea628612-8cd0-5a89-a974-31d9245bfdc7,http://www.politifact.com/truth-o-meter/statements/2009/sep/02/john-kerry/kerry-claims-arctic-will-be-ice-free-2013/,John Kerry,Scientists project that the Arctic will be ice-free in the summer of 2013.',Kerry claims the Arctic will be ice-free by summer 2013,Climate Change,2009-08-31,0,0,0,1,0,0,0
2348,http://data.gesis.org/claimskg/creative_work/900bf4ea-e21e-5059-9643-2fc81cac53ac,http://www.politifact.com/truth-o-meter/statements/2016/jun/14/bernie-sanders/lack-reliable-tally-epa-california-hinder-bernie-s/,Bernie Sanders,There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.',"Lack of a reliable tally from EPA, California hinder Bernie Sanders tap water claim","Agriculture,Consumer Safety,Water",2016-06-01,0,0,0,1,0,0,0
2359,http://data.gesis.org/claimskg/creative_work/7d7834bf-3940-5116-ac0f-2c1e5098de95,http://www.politifact.com/ohio/statements/2012/aug/17/mitt-romney/mitt-romney-says-joe-biden-once-claimed-coal-was-m/,Mitt Romney,Claims Joe Biden said 'coal is more dangerous than terrorists.',Mitt Romney says Joe Biden once claimed coal was more dangerous than terrorists,"Energy,Jobs",2012-08-14,0,0,0,1,0,0,0
2367,http://data.gesis.org/claimskg/creative_work/6f4ec52b-ba77-58c8-83df-87e8e1b7978c,http://www.politifact.com/rhode-island/statements/2014/nov/16/friends-india-point-park/india-point-park-group-says-proximity-large-power-/,Friends of India Point Park,Proximity to high-voltage power lines lowers property values by as much as 30 percent.',India Point Park group says proximity to large power lines lowers property values up to 30 percent,"Energy,Recreation,Housing",2014-10-31,0,0,0,1,0,0,0
2374,http://data.gesis.org/claimskg/creative_work/71df6fe2-50cc-59ea-8825-d1b0be92270b,http://www.politifact.com/west-virginia/statements/2018/nov/05/patrick-morrisey/did-joe-manchin-support-obama-and-clinton-efforts-/,Patrick Morrisey,Says Joe Manchin 'supported Obama and Clinton's campaigns to kill coal jobs.',Did Joe Manchin support Obama and Clinton efforts to kill coal jobs?,Energy,2018-10-13,0,0,0,1,0,0,0
2377,http://data.gesis.org/claimskg/creative_work/295aa723-0aee-5d52-af4a-0304632a253a,http://www.politifact.com/truth-o-meter/statements/2014/jul/01/senate-majority-pac/did-arkansas-rep-tom-cotton-vote-against-disaster-/,Senate Majority PAC,Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.',Did Arkansas Rep. Tom Cotton vote against disaster relief five times?,"Infrastructure,Bipartisanship,Homeland Security,Federal Budget,Congress,Weather,Public Safety,Voting Record",2014-06-19,0,0,0,1,0,0,0
2409,http://data.gesis.org/claimskg/creative_work/8890aa14-cbb3-5e05-9117-57c4082d77ec,http://www.politifact.com/ohio/statements/2012/apr/05/josh-mandel/josh-mandels-campaign-says-sherrod-brown-balked-st/,Josh Mandel,"Sherrod Brown opposed blocking a new EPA emissions rule, 'despite acknowledging that the EPA's cap-and-trade regulations are ‘burdensome’ and could harm economic growth in Ohio.'",Josh Mandel's campaign says Sherrod Brown balked at stopping a new EPA rule he knew would hurt Ohio,"Jobs,Government regulation",2012-03-29,0,0,0,1,0,0,0
2426,http://data.gesis.org/claimskg/creative_work/b0639f4c-415e-5f97-b837-f6da60e5d237,http://www.politifact.com/truth-o-meter/statements/2016/sep/26/donald-trump/donald-trump-wrong-say-hillary-clinton-wants-shut-/,Donald Trump,"Says Hillary Clinton and Tim Kaine 'want to shut down shale, and shut down natural gas.'","Donald Trump wrong to say Hillary Clinton wants to shut down natural gas, fracking","Climate Change,Energy,Regulation,Water,Jobs",2016-09-24,0,0,0,1,0,0,0
2430,http://data.gesis.org/claimskg/creative_work/b0061686-d825-5345-880c-bb4532188a49,http://www.politifact.com/truth-o-meter/statements/2012/oct/05/mitt-romney/mitt-romney-says-barack-obama-provided-90-billion/,Mitt Romney,"In one year, (President Obama) provided $90 billion in breaks to the green energy world … into solar and wind, to Solyndra and Fisker and Tesla and Ener1.'",Mitt Romney says Barack Obama provided $90 billion in green energy 'breaks' in one year,"Debates,Stimulus,Energy,Corporations,Candidate Biography",2012-10-03,0,0,0,1,0,0,0
2442,http://data.gesis.org/claimskg/creative_work/5555d568-baa3-5458-9de8-6e16ada5084c,http://www.politifact.com/oregon/statements/2011/oct/11/amanda-fritz/did-amanda-fritz-persuade-portland-city-council-sa/,Amanda Fritz,"Says that 'In 2009, I saved ratepayers around $500 million by persuading the Council to pursue a less expensive compliance mechanism if the City is required to treat Bull Run drinking water.'",Did Amanda Fritz persuade the Portland City Council to save water ratepayers $500 million?,"City Government,Water,City Budget",2011-10-03,0,0,0,0,1,0,0
2470,http://data.gesis.org/claimskg/creative_work/4414be83-e006-5da9-b6b6-a09ff7c12315,http://www.politifact.com/truth-o-meter/statements/2010/jun/16/bart-stupak/exxon-oil-spill-clean-plan-has-long-detailed-media/,Bart Stupak,"While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.'","Exxon oil spill clean-up plan has long, detailed media-relations section","Oil Spill,Energy",2010-06-15,0,0,0,1,0,0,0
2475,http://data.gesis.org/claimskg/creative_work/13130c7a-bd1d-5f56-978e-e77b1c128730,http://www.politifact.com/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/,Newt Gingrich,I never favored cap and trade.',Newt Gingrich claims he 'never favored cap and trade',"Climate Change,Cap and Trade",2011-12-03,0,0,0,1,0,0,0
2500,http://data.gesis.org/claimskg/creative_work/e0b922d3-14bf-55ac-9cc7-0ab9a5ebe0a4,http://www.politifact.com/rhode-island/statements/2013/mar/27/jack-reed/us-sen-jack-reed-says-51000-people-visit-roger-wil/,Jack Reed,"Even Roger Williams National Memorial in my home state of Rhode Island attracted nearly 51,000 visitors in 2011, with non local visitors adding more than $3.2 million to the local economy.'","Jack Reed says 51,000 a year visit Roger Williams National Memorial, spending $3.2 million","Federal Budget,Congress,Recreation",2013-02-27,0,0,0,1,0,0,0
2503,http://data.gesis.org/claimskg/creative_work/0f88aa23-fdf9-5cc7-85f0-e6c9de7a5b13,http://www.politifact.com/rhode-island/statements/2012/oct/16/james-langevin/us-rep-james-langevin-says-more-energy-being-produ/,James Langevin,"Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.'",U.S. Rep. James Langevin says more energy is being produced in the U.S. under the Obama administration than ever before,Energy,2012-10-09,0,0,0,1,0,0,0
2526,http://data.gesis.org/claimskg/creative_work/a1cc4ea6-7f01-55d3-bdf4-f6b1e2bdef5d,http://www.politifact.com/texas/statements/2014/nov/21/brad-rockwell/steve-adler-represented-store-trying-build-over-aq/,Brad Rockwell,Austin mayoral candidate Steve Adler opposed an injunction to stop a 'company from dumping petrochemicals directly into the Barton Springs aquifer.',Steve Adler represented store trying to build over aquifer; fight didn't begin over dumping oil,"City Government,Corrections and Updates",2014-11-12,0,0,0,1,0,0,0
2535,http://data.gesis.org/claimskg/creative_work/c858a364-f7c5-5e5b-8847-3465ef12e69a,http://www.politifact.com/truth-o-meter/statements/2016/oct/11/hillary-clinton/clinton-claim-us-energy-independent-goes-too-far/,Hillary Clinton,"We are now, for the first time ever, energy independent.'",Hillary Clinton claim that US is energy independent goes too far,"Energy,Trade,Gas Prices",2016-10-09,0,0,0,1,0,0,0
2543,http://data.gesis.org/claimskg/creative_work/ec8d215c-ccab-557f-a113-72ea87120bef,http://www.politifact.com/truth-o-meter/statements/2011/jan/26/barack-obama/obama-says-one-department-regulates-salmon-freshwa/,Barack Obama,"The Interior Department is in charge of salmon while they're in fresh water, but the Commerce Department handles them when they're in saltwater.'",Obama says the one department regulates salmon in freshwater and another regulates them in saltwater,"Government Efficiency,Water",2011-01-25,0,0,0,1,0,0,0
2545,http://data.gesis.org/claimskg/creative_work/dc100e2a-752d-59df-83eb-c9226783de27,http://www.politifact.com/florida/statements/2009/oct/05/bill-nelson/Bill-Nelson-says-offshore-oil-drilling-in-the-Gulf/,Bill Nelson,"The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.'",Bill Nelson says offshore oil drilling in the Gulf of Mexico no guarantee for lessening U.S. dependence on foreign oil,"Energy,Foreign Policy",2009-06-11,0,0,0,1,0,0,0
2553,http://data.gesis.org/claimskg/creative_work/22836450-41dc-5ae0-866f-4af3168585db,http://www.politifact.com/punditfact/statements/2017/sep/06/ourlandofthefreecom/no-clinton-foundation-not-charging-7-water-bottle-/,OurLandOfTheFree.com,The Clinton Foundation is sending water to Houston 'for $7 a bottle.',"No, the Clinton Foundation is not charging $7 per water bottle sent to Houston",Fake news,2017-08-30,0,0,0,1,0,0,0
2560,http://data.gesis.org/claimskg/creative_work/f10d3af5-edf5-52c1-ac86-2f00ea1c5319,http://www.politifact.com/oregon/statements/2011/oct/01/mary-nolan/should-mary-nolan-get-credit-curbside-recycling-po/,Mary Nolan,Says she helped lead the launch of curbside recycling.,Should Mary Nolan get credit for curbside recycling in Portland?,City Government,2011-09-21,0,0,0,1,0,0,0
2581,http://data.gesis.org/claimskg/creative_work/6404f921-814c-5796-bab0-7bc11da3bb75,http://www.politifact.com/truth-o-meter/statements/2013/jun/26/barack-obama/barack-obama-says-when-he-went-college-los-angeles/,Barack Obama,"As a student at Occidental College in Los Angeles from 1979 to 1981, 'there were days where folks couldn't go outside. … because of all the pollution in the air.'","Barack Obama says when he went to college in Los Angeles, the pollution was often so bad that 'folks couldn't go outside'",History,2013-06-25,0,0,0,1,0,0,0
